Location,name,inASA,inASE,default,cli,info,version,status,type
Command line options,-NoDinosExceptStreamingSpawn,Yes,Unknown,,skip,"Prevents wild creatures from being spawned, except for streaming spawns. You cannot use this option if one of the following options is used: <code>-NoDinos</code> or <code>-NoDinosExceptForcedSpawn</code>. Enabling this option will make the following options unusable: <code>-NoDinosExceptManualSpawn</code> and <code>-NoDinosExceptWaterSpawn</code>. ''<b>Note:</b> wild creatures that were on the server before adding this argument will not get automatically destroyed (you can destroy them with console command <code>cheat destroywilddinos</code>)''. Undocumented by Wildcard.",,,
Command line options,-NoDinosExceptManualSpawn,Yes,Unknown,,skip,"Prevents wild creatures from being spawned, except for manual spawns. You cannot use this option if one of the following options is used: <code>-NoDinos</code>, <code>-NoDinosExceptForcedSpawn</code> or <code>-NoDinosExceptStreamingSpawn</code>. Enabling this option will make option <code>-NoDinosExceptWaterSpawn</code> unusable. ''<b>Note:</b> wild creatures that were on the server before adding this argument will not get automatically destroyed (you can destroy them with console command <code>cheat destroywilddinos</code>)''. Undocumented by Wildcard.",,,
Command line options,-NoDinosExceptWaterSpawn,Yes,Unknown,,skip,"Prevents wild creatures from being spawned, except for water spawns. You cannot use this option if one of the following options is used: <code>-NoDinos</code>, <code>-NoDinosExceptForcedSpawn</code>, <code>-NoDinosExceptStreamingSpawn</code> or <code>-NoDinosExceptManualSpawn</code>. ''<b>Note:</b> wild creatures that were on the server before adding this argument will not get automatically destroyed (you can destroy them with console command <code>cheat destroywilddinos</code>)''. Undocumented by Wildcard.",,,
Command line options,-nodormancythrottling,Unknown,Yes,,skip,Required to make <code>DormancyNetMultiplier</code> to work if its value is less than 1.0. Undocumented by Wildcard.,,,
Command line options,-noperfthreads,Yes,Unknown,,skip,Disables performance threads. Undocumented by Wildcard.,,,
Command line options,-nosound,Yes,Unknown,,skip,Disables sounds to improve performances. Undocumented by Wildcard.,,,
Command line options,-onethread,Yes,Unknown,,skip,Disables multithreading. Undocumented by Wildcard.,,,
Command line options,-parseservertojson,Unknown,Yes,,skip,Dumps at start-up the loading server save to a JSON file located at ''Saved/Logs/AuditLogs'' and named ''AuditLog_%s.json'' where ''%s'' is the current UTC date-time. Useful for debugging purposes. '''Note:''' this will result in a big slowdown of server start-up and a creation of a big JSON file. On big server saves this may result on server hang before start-up even for hours. Undocumented by Wildcard.,,,
Command line options,-pauseonddos,Unknown,Yes,,skip,Should pause/halt the game if a DDoS attack by a performed by players is detected. Undocumented by Wildcard.,,,
Command line options,-PreventTotalConversionSaveDir,Unknown,Yes,,skip,"Prevents total conversion mods to use a dedicated save directory, forcing the default save folder. Undocumented by Wildcard.",,,
Command line options,-pveallowtribewar,Unknown,Yes,,skip,"Opposite of <code>pvedisallowtribewar</code>, allows tribes to officially declare war on each other for mutually-agreed-upon period of time. It is suggested to use the ''Game.ini'' <code>bPvEAllowTribeWar</code> instead. Undocumented by Wildcard.",,,
Command line options,-ReloadedForBackup,Unknown,Yes,,skip,"Marks the world-save to load as a trial backup save, preventing to properly load and continue the game from such world save. Useful to spare time when doing tests not needing to fully load the world-save. Undocumented by Wildcard.",,,
Command line options,-ServerIP=<ipv4_address>,Yes,no,,skip,Option found in Nitrado server setup. Expected to work in a <code>-MULTIHOME</code> context. Undocumented by Wildcard.,,,
Command line options,-ServerPlatform=<plat1>[+<plat2>[...]],Yes,No,,skip,"Allows the server to accept specified platforms. Options are <code>PC</code> for Steam, <code>PS5</code> for PlayStation 5, <code>XSX</code> for XBOX, <code>WINGDK</code> for Microsoft Store, <code>ALL</code> for crossplay between PC (Steam and Windows Store) and all consoles. With no option specified, crossplay is assumed and <code>ALL</code> platforms will be allowed. Undocumented by Wildcard.<br>Examples: <code>-ServerPlatform=PC</code> or <code>-ServerPlatform=PC+XSX+PS5</code>",,,
Command line options,-UnstasisDinoObstructionCheck,Yes,Yes,,skip,Should prevent creatures from ghosting through meshes/structures on re-render. Undocumented by Wildcard.,,,
Command line options,-UseTameEffectivenessClamp,Unknown,Yes,,skip,Prevents taming effectiveness never going over 100%. Undocumented by Wildcard.,,,
Command line options,-UseServerNetSpeedCheck,Yes,Yes,,skip,"It should avoid players to accumulate too much movements data per server tick, discarding the last if those are too many. Can be turned on also with <code>-GUseServerNetSpeedCheck</code> in dynamic config. Enabled on official clusters. May be useful for servers having too many players and stressed on CPU side. Undocumented by Wildcard.",,,
Command line options,-allowansel,No,Yes,,skip,Activates [[NVIDIA Ansel]] support in single player. Can be enabled on multiplayer servers with <code>-ServerAllowAnsel</code> since patch [[278.0]] for servers.'',[[246.0]],,
Command line options,-d3d10 -dx10 -sm4,No,Yes,,skip,"Any of these options forces the use DirectX 10 using shader model 4. This will reduce the graphics engine to a lesser version, reducing some graphics, but raising the frame-rate on older and weaker hardware. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[File:Unreal.svg|20px]],,
Command line options,-d3d11 -dx11 -sm5,Yes,Yes,,skip,"Any of these options forces the use DirectX 11 using shader model 5. This is the default rendering mode. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[File:Unreal.svg|20px]],,
Command line options,-d3d12 -dx12,No,Yes,,skip,In {{ItemLink|ARK: Survival Evolved|ASE}} any of these options were used to force the DirectX 12 back-end. This mode no longer works due the removal of D3D12RHI module from the engine. '''Trying to use this option will crash the client at start-up.''' In {{ItemLink|ARK: Survival Ascended|ASA}} DirectX 12 back-end is enabled by default and using this option will take no effect.,[[File:Unreal.svg|20px]],deprecated,
Command line options,-game,Yes,Yes,,skip,This is an option to start the Unreal Engine Editor (i.e.: the Ark DevKit) the uncooked assets. There is no use for the command on either the client or server.,[[File:Unreal.svg|20px]] Editor,deprecated,
Command line options,-LANPLAY,Yes,Yes,,skip,Unreal Engine option for servers. On ARK MaxClientRate is hardcoded to 60K and MaxInternetClientRate is limited to 15K per client. The Unreal Engine code that should double the server updates for LAN play is not present in executable bits. This options has no effect on ARK servers nor clients.,[[File:Unreal.svg|20px]] Server,deprecated,
Command line options,?listen,Yes,Yes,,skip,This is an option to start the Unreal Engine Editor (i.e.: the Ark DevKit) as an undedicated server using the uncooked assets. There is no use for the command on either the client or server.,[[File:Unreal.svg|20px]] Server,deprecated,
Command line options,-log,Yes,Yes,,skip,This is an option to start the log window console in the Unreal Engine Editor (i.e.: the Ark DevKit) with <code>-game</code> option. There is no use for the command on either the client or server.,[[File:Unreal.svg|20px]],deprecated,
Command line options,-lowmemory,Unknown,Yes,,skip,"Launch options that reduces graphics and audio effects to save about 800 MB RAM, likely enabling 4GB RAM players to get past infinite-loading screens. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[170.0]],,
Command line options,-noaafonts,No,Yes,,skip,Removed fonts anti-aliasing. ''Option is now deprecated.'',,deprecated,
Command line options,-nomansky,Unknown,Yes,,skip,"Lots of detailed sky features are disabled, such as clouds and starry night sky. This decreases all of those but you can still have them. You still obtain the stars and sun. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[171.3]],,
Command line options,-nomemorybias,Unknown,Yes,,skip,"Reduced client game memory usage by about 600 MB system and 600 MB GPU RAM! (all meshes now stream LOD's dynamically). This could potentially have a small runtime performance impact, so to use the old method (more RAM usage but no potential performance loss), launch with this option. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[244.6]],,
Command line options,-norhithread,Unknown,Yes,,skip,"Used to disable Direct3D 11 parallel batch commands. It may be useful only for clients that are having Device Lost crashes, at a performance cost. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",,,
Command line options,-nosteamclient,No,Yes,,skip,Used automatically by client (''ShooterGame'') to launch the server from ''HOST\LOCAL'' menu. Launching the server (''ShooterGameServer'') directly or through a script using this option will have no effect and will be ignored.,,,
Command line options,-opengl -opengl3 -opengl4,Unknown,Yes,,skip,Any of these options forces the use OpenGL. Theses mode no longer works due the removal of OpenGL RHI mode from the engine. '''Trying to use this option will crash the client at start-up.''',[[File:Unreal.svg|20px]],deprecated,
Command line options,-PreventHibernation,Unknown,Yes,,skip,"In both '''Single Player''' and '''Non-Dedicated''' sessions, creatures in inactive zones are in hibernation instead of in stasis. Use this option to prevent hibernation at the cost of performance and memory usage. '''Using this option on server will not override clients' behaviour, nor bring any benefit.'''",[[259.0]],,
Command line options,-ForceIgnoreSingleplayerSpawnRangeCheck,Yes,Unknown,,skip,"Forces '''Single Player''' and '''Non-Dedicated''' sessions to ignore spawn range checks, allowing them to behave like a dedicated server in terms of creature spawns. Use this option to enable creature spawns across the map, even when the player is not nearby. Enabling this option may impact performance and memory, including significant initial stuttering when creating a new world.",,,
Command line options,-server,Yes,Yes,,skip,This is an option to start the Unreal Engine Editor (i.e.: the Ark DevKit) as a dedicated server using the uncooked assets. There is no use for the command on either the client or server.,[[File:Unreal.svg|20px]] Editor,deprecated,
Command line options,-USEALLAVAILABLECORES,No,Yes,,skip,"This is an Unreal Engine parameter, used while compiling shaders and cooking assets (i.e.: the ARK DevKit). This option is useless for dedicated servers and clients.",[[File:Unreal.svg|20px]] Editor,deprecated,
Command line options,-vulkan,Yes,Yes,,skip,Unreal Engine option to force Vulkan rendering path. In {{ItemLink|ARK: Survival Evolved|ASE}} was added first for the defunct Google Stadia version. In {{ItemLink|ARK: Survival Ascended|ASA}} is not supported as well. '''Trying to use this option will crash the client at start-up.''',[[File:Unreal.svg|20px]],deprecated,
Configuration Files > GameUserSettings.ini > [ServerSettings],ActiveMods,Yes,Yes,,No,"Specifies the order and which mods are loaded. ModIDs are comma separated and in one line. Priority is in descending order (the left-most ModID hast the highest priority). Alternatively, but not suggested, the command line <code>?GameModIds{{=}}</code> can be used.",[[190.0]],,"list of mod IDs, comma-separated with no spaces, in a single line (for example: <code>ModID1,ModID2,ModID3</code>)"
Configuration Files > GameUserSettings.ini > [ServerSettings],ActiveTotalConversion,No,Yes,,No,"Used to specify a total conversion mod (e.g.: [[Primitive Plus]]). Alternatively, the command line option <code>-TotalConversionMod{{=}}<ModID></code> can also be set.",,,ModID
Configuration Files > GameUserSettings.ini > [ServerSettings],AdminLogging,Yes,Yes,False,Yes,"If <code>True</code>, logs all admin commands to in-game chat.",[[206.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowAnyoneBabyImprintCuddle,Yes,Yes,False,Yes,"If <code>True</code>, allows anyone to ""take care"" of a baby creatures (cuddle etc.), not just whomever imprinted on it.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowCaveBuildingPvE,Yes,Yes,False,No,"If <code>True</code>, allows building in caves when [[PvE]] mode is also enabled. '''Note:''' no more working in command-line options before patch [[241.5]].",[[194.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowCaveBuildingPvP,Yes,Yes,True,No,"If <code>False</code>, prevents building in caves when [[PvP]] mode is also enabled.",[[326.13]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowCrateSpawnsOnTopOfStructures,Unknown,Yes,False,Yes,"If <code>True</code>, allows from-the-air Supply Crates to appear on top of Structures, rather than being prevented by Structures.",[[253.92]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowCryoFridgeOnSaddle,Yes,No,False,Yes,"If <code>True</code>, allows cryofridges to be built on platform saddles and rafts.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowFlyerCarryPvE,Yes,Yes,False,Yes,"If <code>True</code>, allows flying creatures to pick up wild creatures in [[PvE]].",[[173.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowFlyingStaminaRecovery,Unknown,Yes,False,Yes,"If <code>True</code>, allows server to recover Stamina when standing on a Flyer.",[[256.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowHideDamageSourceFromLogs,Yes,Yes,True,Yes,"If <code>False</code>, shows the damage sources in tribe logs.",[[278.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowHitMarkers,Yes,Yes,True,Yes,"If <code>False</code>, disables optional markers for ranged attacks.",[[245.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowIntegratedSPlusStructures,Unknown,Yes,True,Yes,"if <code>False</code>, disables all of the new S+ structures (intended mainly for letting unofficial servers that want to keep using the S+ mod version to keep using that without a ton of extra duplicate structures).",[[293.100]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowMultipleAttachedC4,Yes,Yes,False,Yes,"If <code>True</code>, allows to attach more than one [[C4]] per creature.",[[256.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowRaidDinoFeeding,Yes,Yes,False,Yes,"If <code>True</code>, allows Titanosaurs to be permanently tamed (namely allow them to be fed). '''Note:''' in The Island only spawns a maximum of 3 Titanosaurs, so 3 tamed ones should ultimately block any more ones from spawning.",[[243.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowSharedConnections,Unknown,Yes,False,No,"If <code>True</code>, allows family sharing players to connect to the server.",[[312.73]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowTekSuitPowersInGenesis,Unknown,Yes,False,Yes,"If <code>True</code>, enables TEK suit powers in [[Genesis: Part 1]].",[[306.79]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AllowThirdPersonPlayer,Yes,Yes,True,Yes,"If <code>False</code>, disables third person camera allowed by default on all dedicated servers.",[[265.16]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AlwaysAllowStructurePickup,Yes,Yes,False,Yes,If <code>True</code> disables the timer on the quick pick-up system.,[[293.100]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AlwaysNotifyPlayerLeft,Unknown,Yes,False,Yes,"If <code>True</code>, players will always get notified if someone leaves the server",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ArmadoggoDeathCooldown,Yes,No,3600,Yes,"Overrides the cooldown for Armadoggo to reappear after taking fatal damage (in seconds), default is set to 1 hour. Must be greater than 0.","{{gameicon|sa}}<br>
[[ARK: Survival Ascended/Patch/57.12|57.12]]",,float
Configuration Files > GameUserSettings.ini > [ServerSettings],AutoDestroyDecayedDinos,Unknown,Yes,False,Yes,"If <code>True</code>, auto-destroys claimable decayed tames on load, rather than have them remain around as claimable. '''Note:''' after patch [[273.691]], in [[PvE]] mode the tame auto-unclaim after decay period has been disabled in official [[PvE]].",[[255.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],AutoDestroyOldStructuresMultiplier,Unknown,Yes,0.0,Yes,"Allows auto-destruction of structures only after sufficient ""no nearby tribe"" time has passed (defined as a multiplier of the Allow Claim period). To enable it, set it to 1.0. Useful for servers to clear off abandoned structures automatically over time. Requires <code>-AutoDestroyStructures</code> command line option to work. The value scales with each structure decay time.",[[222.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],AutoSavePeriodMinutes,Yes,Yes,15.0,Yes,Set interval for automatic saves. Setting this to 0 will cause constant saving.,[[181.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],BanListURL,Yes,Yes,,Yes,"Sets the global ban list. Must be enclosed in double quotes. The list is fetched every 10 minutes (to check if there are new banned IDs).<br/>
{{Gamelink|ase}}: Official ban list URL is [http://arkdedicated.com/banlist.txt http://arkdedicated.com/banlist.txt] (before [[279.233]] the URL was [http://playark.com/banlist.txt http://playark.com/banlist.txt]). '''Note:''' it supports the HTTP protocol only (HTTPS is not supported).<br/>
{{Gamelink|asa}}: Official ban list URL is [https://cdn2.arkdedicated.com/asa/BanList.txt https://cdn2.arkdedicated.com/asa/BanList.txt]. '''Note:''' it supports both HTTP and HTTPS protocols.",[[201.0]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],bForceCanRideFliers,Unknown,Yes,,No,"If <code>True</code>, allows flyers to be used on maps where they normally are disabled. '''Note:''' if you set it to <code>False</code> it will disable flyers on any map.",[[306.53]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ClampItemSpoilingTimes,Yes,Yes,False,Yes,"If <code>True</code>, clamps all spoiling times to the items' maximum spoiling times. Useful if any infinite-spoiling exploits were used on the server and you wish to clean them up. Could potentially cause issues with mods that alter spoiling time, hence it is an option.",[[254.944]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ClampItemStats,Unknown,Yes,False,Yes,"If <code>True</code>, enables stats clamping for items. See [[#ItemStatClamps|ItemStatClamps]] for more info.",[[255.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ClampResourceHarvestDamage,Yes,Yes,False,Yes,"If <code>True</code>, limit the damage caused by a tame to a resource on harvesting based on resource remaining health.  '''Note:''' enabling this setting may result in sensible resource harvesting reduction using high damage tools or creatures.",[[182.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],CosmeticWhitelistOverride,Yes,No,,Yes,"URL to a comma-separated list of whitelisted custom cosmetics, in this format: <code><nowiki>Mod ID|Enable Dynamic Download (0/1)|Allow non-dataonly blueprints(0/1)</nowiki></code>. See this [https://survivetheark.com/index.php?/forums/topic/736592-enable-custom-cosmetics-validation-on-unofficial/ post] for details (note: CRC is not required and it's not used by the game anymore).",[[34.49]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],CosmoWeaponAmmoReloadAmount,Yes,No,1,Yes,Determines how much ammo is given as the Cosmo's webslinger reloads over time.,{{gameicon|sa}}<br>[[ARK: Survival Ascended/Patch/52.5|52.5]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],CustomDynamicConfigUrl,Unknown,Yes,,Yes,"Direct link to a live dynamicconfig.ini file (http://arkdedicated.com/dynamicconfig.ini), allowing live changes of the supported options without the need of server restart, as well defining custom colour set for wild creatures' spawns. '''Note:''' requires <code>-UseDynamicConfig</code> command line option, <code>string with a URL</code> must use the ''HTTP'' protocol (''HTTPS'' is not supported) and inside quotes if used in command line. Check the [[#DynamicConfig|DynamicConfig]] section for the supported settings.",[[307.2]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],CustomLiveTuningUrl,Yes,Yes,,Yes,"Direct link to the live tuning file. For more information on how to use this system check out the official announcement: https://survivetheark.com/index.php?/forums/topic/569366-server-configuration-live-tuning-system.<br/>
{{Gamelink|ase}}: official servers use [http://arkdedicated.com/DefaultOverloads.json http://arkdedicated.com/DefaultOverloads.json]. '''Note:''' <code>string with a URL</code> must use the ''HTTP'' protocol (''HTTPS'' is not supported) and inside quotes if used in command line.<br/>
{{Gamelink|asa}}: official servers use [https://cdn2.arkdedicated.com/asa/livetuningoverloads.json https://cdn2.arkdedicated.com/asa/livetuningoverloads.json]. '''Note:''' <code>string with a URL</code> must use inside quotes if used in command line.",[[314.3]],,string with a URL
Configuration Files > GameUserSettings.ini > [ServerSettings],DayCycleSpeedScale,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the passage of time in the ARK, controlling how often day changes to night and night changes to day. The default value <code>1</code> provides the same cycle speed as the single player experience (and the official public servers). Values lower than 1 slow down the cycle; higher values accelerate it. Base time when value is 1 appears to be 1-minute real time equals approx. 28-minutes game time. Thus, for an approximate 24-hour day/night cycle in game, use .035 for the value.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DayTimeSpeedScale,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the passage of time in the ARK during the day. This value determines the length of each day, relative to the length of each night (as specified by <code>NightTimeSpeedScale</code>). Lowering this value increases the length of each day.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DestroyUnconnectedWaterPipes,No,Yes,False,Yes,"If <code>True</code>, after two days real-time the pipes will auto-destroy if unconnected to any non-pipe (directly or indirectly) and no allied player is nearby.",[[252.4]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DifficultyOffset,Yes,Yes,1.0,Yes,Specifies the [[Difficulty|difficulty level]].,,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoCharacterFoodDrainMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for creatures' food consumption. Higher values increase food consumption (creatures get hungry faster). It also affects the taming-times.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoCharacterHealthRecoveryMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for creatures' health recovery. Higher values increase the recovery rate (creatures heal faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoCharacterStaminaDrainMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for creatures' stamina consumption. Higher values increase stamina consumption (creatures get tired faster).,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoCountMultiplier,Unknown,Yes,1.0,Yes,Specifies the scaling factor for creature spawns. Higher values increase the number of creatures spawned throughout the ARK.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoDamageMultiplier,Yes,Yes,1.0,Yes,Specifies the scaling factor for the damage wild creatures deal with their attacks. The default value <code>1</code> provides normal damage. Higher values increase damage. Lower values decrease it.,[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DinoResistanceMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the resistance to damage wild creatures receive when attacked. The default value <code>1</code> provides normal damage. Higher values decrease resistance, increasing damage per attack. Lower values increase it, reducing damage per attack. A value of 0.5 results in a creature taking half damage while a value of 2.0 would result in a creature taking double normal damage.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],DestroyTamesOverTheSoftTameLimit,Yes,No,False,Yes,"Dinos above the Soft Tame Server Limit will be marked “For Cryo” and display an icon and a timer indicating how soon they need to be cryopodded before they are automatically destroyed. Dinos marked and dinos destroyed by this system will be logged in the tribe log. This differs from the standard tame limit, as it still allows new players to join servers and tame creatures above the 5000 limit, whereas previously, they would not have been able to tame or breed creatures at the server cap. You can define the soft tame limit with <code>MaxTamedDinos_SoftTameLimit</code>. You can define the time (in seconds) before tame's autodestruction with <code>MaxTamedDinos_SoftTameLimit_CountdownForDeletionDuration</code>.",[[ARK: Survival Ascended/Patch/33.15|ASA 33.15]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableCryopodEnemyCheck,Yes,No,False,Yes,"If <code>True</code>, allows cryopods to be used while enemies are nearby.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableCryopodFridgeRequirement,Yes,No,False,Yes,"If <code>True</code>, allows cryopods to be used without needing to be in range of a powered cryofridge.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableDinoDecayPvE,Yes,Yes,False,Yes,"If <code>True</code>, disables the creature decay in [[PvE]] mode. '''Note:''' after patch [[273.691]], in [[PvE]] mode the creature auto-unclaim after decay period has been disabled.",[[206.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableImprintDinoBuff,Yes,Yes,False,Yes,"If <code>True</code>, disables the creature imprinting player Stat Bonus. Where whomever specifically imprinted on the creature, and raised it to have an Imprinting Quality, gets extra Damage/Resistance buff.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisablePvEGamma,Yes,Yes,False,Yes,"If <code>True</code>, prevents use of console command ""gamma"" in [[PvE]] mode.",[[207.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableStructureDecayPvE,Yes,Yes,False,Yes,"If <code>True</code>, disables the gradual [[Building#Auto-decay|auto-decay]] of player structures.",[[173.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DisableWeatherFog,Yes,Yes,False,Yes,"If <code>True</code>, disables fog.",[[278.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],DontAlwaysNotifyPlayerJoined,Yes,Yes,False,Yes,"If <code>True</code>, globally disables player joins notifications.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],EnableExtraStructurePreventionVolumes,Yes,Yes,False,Yes,"If <code>True</code>, disables building in specific resource-rich areas, in particular setup on [[The Island]] around the major mountains.",[[242.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],EnablePvPGamma,Yes,Yes,False,Yes,"If <code>True</code>, allows use of console command ""gamma"" in [[PvP]] mode.",[[174.3]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ExtinctionEventTimeInterval,Unknown,Yes,,Yes,Used to enable the ''extinction mode'' ([[Game_Modes#ARKpocalypse_(PC)|ARKpocalypse]]). The number is the time in seconds. Use 2592000 value for 30 days.,,,seconds
Configuration Files > GameUserSettings.ini > [ServerSettings],FastDecayUnsnappedCoreStructures,Unknown,Yes,False,Yes,"If <code>True</code>, unsnapped foundations/pillars/fences/Tek Dedicated Storage will decay after the time stated by <code>FastDecayInterval</code> in ''Game.ini'' (default is 12 hours). Before [[259.0]], it set the decay time for such structures straight to 5 times faster.",[[245.987]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ForceAllStructureLocking,Yes,Yes,False,Yes,"If <code>True</code>, will default lock all structures.",[[222.0]],,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ForceGachaUnhappyInCaves,Yes,Unknown,True,Yes,"If <code>True</code>, Gachas will become unhappy within caves.","{{gameicon|sa}}<br>
[[ARK: Survival Ascended/Patch/57.12|57.12]]",,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],globalVoiceChat,Yes,Yes,False,Yes,"If <code>True</code>, voice chat turns global.",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],HarvestAmountMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for yields from all harvesting activities (chopping down trees, picking berries, carving carcasses, mining rocks, etc.). Higher values increase the amount of materials harvested with each strike.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],HarvestHealthMultiplier,Yes,Yes,1.0,Yes,"Specifies the scaling factor for the ""health"" of items that can be harvested (trees, rocks, carcasses, etc.). Higher values increase the amount of damage (i.e., ""number of strikes"") such objects can withstand before being destroyed, which results in higher overall harvest yields.",[[179.0]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],IgnoreLimitMaxStructuresInRangeTypeFlag,Yes,Yes,False,No,"If <code>True</code>, removes the limit of 150 decorative structures (flags, signs, dermis etc.).",,,boolean
Configuration Files > GameUserSettings.ini > [ServerSettings],ImplantSuicideCD,Yes,No,28800,No,"Defines the time (in seconds) a player must wait between 2 uses of the implant's ""Respawn"" feature.",,,float
Configuration Files > GameUserSettings.ini > [ServerSettings],ItemStackSizeMultiplier,Yes,Yes,1.0,Yes,"Allow increasing or decreasing global item stack size, this means all default stack sizes will be multiplied by the value given (excluding items that have a stack size of 1 by default).",[[291.100]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],KickIdlePlayersPeriod,Yes,Yes,3600.0,Yes,"Time in seconds after which characters that have not moved or interacted will be kicked (if -EnableIdlePlayerKick as command line parameter is set). '''Note:''' although at code level it is defined as a floating-point number, it is suggested to use an integer instead.",[[241.5]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxCosmoWeaponAmmo,Yes,No,-1,Yes,This will make the maximum ammo amount for the Cosmo's webslinger to a set number instead of it scaling with the Cosmo's level. The default of <code>-1</code> will enable scaling with level.,{{gameicon|sa}}<br>[[ARK: Survival Ascended/Patch/52.5|52.5]],,float
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxGateFrameOnSaddles,Unknown,Yes,0,No,"Defines the maximum amount of gateways allowed on platform saddles. A value of 2 would prevent players from placing more than 2 gateways on their platform saddles (used in Official [[PvP]] servers). This setting is not retroactive, meaning existing builds won't be affected. Set to 0 to not allow players to place gateways on platform saddles (used in Official [[PvE]] servers).",[[312.65]],,integer
Configuration Files > GameUserSettings.ini > [ServerSettings],MaxHexagonsPerCharacter,Unknown,Yes,2000000000,No,Sets the max amount of Hexagon a Character can accumulate. Official set it to 2500000.,[[312.65]],,integer
